chapter_folder,word_number,type,english,french,relative_path
06_Places_Directions_Transportation,332,sentence1,Please open the window.,"Ouvre la fenêtre, s'il te plaît.",06_Places_Directions_Transportation/332_window_ex1.m4a
06_Places_Directions_Transportation,332,sentence2,The window is very dirty.,La fenêtre est très sale.,06_Places_Directions_Transportation/332_window_ex2.m4a
06_Places_Directions_Transportation,333,word,city,ville,06_Places_Directions_Transportation/333_city.m4a
06_Places_Directions_Transportation,333,sentence1,I live in a big city.,J'habite dans une grande ville.,06_Places_Directions_Transportation/333_city_ex1.m4a
06_Places_Directions_Transportation,333,sentence2,This city is beautiful at night.,Cette ville est belle la nuit.,06_Places_Directions_Transportation/333_city_ex2.m4a
06_Places_Directions_Transportation,334,word,town,ville (petite),06_Places_Directions_Transportation/334_town.m4a
06_Places_Directions_Transportation,334,sentence1,I grew up in a small town.,J'ai grandi dans une petite ville.,06_Places_Directions_Transportation/334_town_ex1.m4a
06_Places_Directions_Transportation,334,sentence2,The town has a charming main street.,La ville a une charmante rue principale.,06_Places_Directions_Transportation/334_town_ex2.m4a
06_Places_Directions_Transportation,335,word,village,village,06_Places_Directions_Transportation/335_village.m4a
06_Places_Directions_Transportation,335,sentence1,We visited a small village in France.,Nous avons visité un petit village en France.,06_Places_Directions_Transportation/335_village_ex1.m4a
06_Places_Directions_Transportation,335,sentence2,The village is very peaceful.,Le village est très paisible.,06_Places_Directions_Transportation/335_village_ex2.m4a
06_Places_Directions_Transportation,336,word,country,pays,06_Places_Directions_Transportation/336_country.m4a
06_Places_Directions_Transportation,336,sentence1,France is a beautiful country.,La France est un beau pays.,06_Places_Directions_Transportation/336_country_ex1.m4a
06_Places_Directions_Transportation,336,sentence2,I want to visit many countries.,Je veux visiter de nombreux pays.,06_Places_Directions_Transportation/336_country_ex2.m4a
06_Places_Directions_Transportation,337,word,street,rue,06_Places_Directions_Transportation/337_street.m4a
06_Places_Directions_Transportation,337,sentence1,I live on a quiet street.,J'habite dans une rue calme.,06_Places_Directions_Transportation/337_street_ex1.m4a
06_Places_Directions_Transportation,337,sentence2,The street was full of people.,La rue était pleine de monde.,06_Places_Directions_Transportation/337_street_ex2.m4a
06_Places_Directions_Transportation,338,word,road,route,06_Places_Directions_Transportation/338_road.m4a
06_Places_Directions_Transportation,338,sentence1,This road leads to the beach.,Cette route mène à la plage.,06_Places_Directions_Transportation/338_road_ex1.m4a
06_Places_Directions_Transportation,338,sentence2,The road was very icy.,La route était très glacée.,06_Places_Directions_Transportation/338_road_ex2.m4a
06_Places_Directions_Transportation,339,word,school,école,06_Places_Directions_Transportation/339_school.m4a
06_Places_Directions_Transportation,339,sentence1,I go to school every day.,Je vais à l'école tous les jours.,06_Places_Directions_Transportation/339_school_ex1.m4a
06_Places_Directions_Transportation,339,sentence2,This school has excellent teachers.,Cette école a d'excellents professeurs.,06_Places_Directions_Transportation/339_school_ex2.m4a
06_Places_Directions_Transportation,340,word,university,université,06_Places_Directions_Transportation/340_university.m4a
06_Places_Directions_Transportation,340,sentence1,I study at the university.,J'étudie à l'université.,06_Places_Directions_Transportation/340_university_ex1.m4a
06_Places_Directions_Transportation,340,sentence2,She graduated from a good university.,Elle a obtenu son diplôme d'une bonne université.,06_Places_Directions_Transportation/340_university_ex2.m4a
06_Places_Directions_Transportation,341,word,hospital,hôpital,06_Places_Directions_Transportation/341_hospital.m4a
06_Places_Directions_Transportation,341,sentence1,My mother works at the hospital.,Ma mère travaille à l'hôpital.,06_Places_Directions_Transportation/341_hospital_ex1.m4a
06_Places_Directions_Transportation,341,sentence2,He was taken to the hospital.,Il a été emmené à l'hôpital.,06_Places_Directions_Transportation/341_hospital_ex2.m4a
06_Places_Directions_Transportation,342,word,store,magasin,06_Places_Directions_Transportation/342_store.m4a
06_Places_Directions_Transportation,342,sentence1,I bought this at the store.,J'ai acheté ça au magasin.,06_Places_Directions_Transportation/342_store_ex1.m4a
06_Places_Directions_Transportation,342,sentence2,The store closes at nine.,Le magasin ferme à neuf heures.,06_Places_Directions_Transportation/342_store_ex2.m4a
06_Places_Directions_Transportation,343,word,market,marché,06_Places_Directions_Transportation/343_market.m4a
06_Places_Directions_Transportation,343,sentence1,We buy fresh fruit at the market.,Nous achetons des fruits frais au marché.,06_Places_Directions_Transportation/343_market_ex1.m4a
06_Places_Directions_Transportation,343,sentence2,The market is open every Saturday.,Le marché est ouvert tous les samedis.,06_Places_Directions_Transportation/343_market_ex2.m4a
06_Places_Directions_Transportation,344,word,restaurant,restaurant,06_Places_Directions_Transportation/344_restaurant.m4a
06_Places_Directions_Transportation,344,sentence1,We had dinner at a nice restaurant.,Nous avons dîné dans un bon restaurant.,06_Places_Directions_Transportation/344_restaurant_ex1.m4a
06_Places_Directions_Transportation,344,sentence2,This restaurant serves great pasta.,Ce restaurant sert de délicieuses pâtes.,06_Places_Directions_Transportation/344_restaurant_ex2.m4a
06_Places_Directions_Transportation,345,word,office,bureau,06_Places_Directions_Transportation/345_office.m4a
06_Places_Directions_Transportation,345,sentence1,I work in an office.,Je travaille dans un bureau.,06_Places_Directions_Transportation/345_office_ex1.m4a
06_Places_Directions_Transportation,345,sentence2,The office is downtown.,Le bureau est au centre-ville.,06_Places_Directions_Transportation/345_office_ex2.m4a
06_Places_Directions_Transportation,346,word,park,parc,06_Places_Directions_Transportation/346_park.m4a
06_Places_Directions_Transportation,346,sentence1,We walked in the park.,Nous avons marché dans le parc.,06_Places_Directions_Transportation/346_park_ex1.m4a
06_Places_Directions_Transportation,346,sentence2,The park is full of trees.,Le parc est plein d'arbres.,06_Places_Directions_Transportation/346_park_ex2.m4a
06_Places_Directions_Transportation,347,word,beach,plage,06_Places_Directions_Transportation/347_beach.m4a
06_Places_Directions_Transportation,347,sentence1,We spent the day at the beach.,Nous avons passé la journée à la plage.,06_Places_Directions_Transportation/347_beach_ex1.m4a
06_Places_Directions_Transportation,347,sentence2,The beach was crowded this summer.,La plage était bondée cet été.,06_Places_Directions_Transportation/347_beach_ex2.m4a
06_Places_Directions_Transportation,348,word,mountain,montagne,06_Places_Directions_Transportation/348_mountain.m4a
06_Places_Directions_Transportation,348,sentence1,We hiked up the mountain.,Nous avons randonné jusqu'au sommet de la montagne.,06_Places_Directions_Transportation/348_mountain_ex1.m4a
06_Places_Directions_Transportation,348,sentence2,The mountain is covered in snow.,La montagne est couverte de neige.,06_Places_Directions_Transportation/348_mountain_ex2.m4a
06_Places_Directions_Transportation,349,word,river,rivière,06_Places_Directions_Transportation/349_river.m4a
06_Places_Directions_Transportation,349,sentence1,The river flows through the valley.,La rivière traverse la vallée.,06_Places_Directions_Transportation/349_river_ex1.m4a
06_Places_Directions_Transportation,349,sentence2,We fished in the river.,Nous avons pêché dans la rivière.,06_Places_Directions_Transportation/349_river_ex2.m4a
06_Places_Directions_Transportation,350,word,lake,lac,06_Places_Directions_Transportation/350_lake.m4a
06_Places_Directions_Transportation,350,sentence1,We swam in the lake.,Nous avons nagé dans le lac.,06_Places_Directions_Transportation/350_lake_ex1.m4a
06_Places_Directions_Transportation,350,sentence2,The lake is very clean and clear.,Le lac est très propre et clair.,06_Places_Directions_Transportation/350_lake_ex2.m4a
06_Places_Directions_Transportation,351,word,sea,mer,06_Places_Directions_Transportation/351_sea.m4a
06_Places_Directions_Transportation,351,sentence1,I love the sound of the sea.,J'aime le bruit de la mer.,06_Places_Directions_Transportation/351_sea_ex1.m4a
06_Places_Directions_Transportation,351,sentence2,We swam in the sea.,Nous avons nagé dans la mer.,06_Places_Directions_Transportation/351_sea_ex2.m4a
06_Places_Directions_Transportation,352,word,forest,forêt,06_Places_Directions_Transportation/352_forest.m4a
06_Places_Directions_Transportation,352,sentence1,We walked through the forest.,Nous avons marché à travers la forêt.,06_Places_Directions_Transportation/352_forest_ex1.m4a
06_Places_Directions_Transportation,352,sentence2,The forest is full of wildlife.,La forêt est pleine de faune.,06_Places_Directions_Transportation/352_forest_ex2.m4a
06_Places_Directions_Transportation,353,word,island,île,06_Places_Directions_Transportation/353_island.m4a
06_Places_Directions_Transportation,353,sentence1,We spent our vacation on an island.,Nous avons passé nos vacances sur une île.,06_Places_Directions_Transportation/353_island_ex1.m4a
06_Places_Directions_Transportation,353,sentence2,The island is very small.,L'île est très petite.,06_Places_Directions_Transportation/353_island_ex2.m4a
06_Places_Directions_Transportation,354,word,world,monde,06_Places_Directions_Transportation/354_world.m4a
06_Places_Directions_Transportation,354,sentence1,I want to travel the world.,Je veux voyager à travers le monde.,06_Places_Directions_Transportation/354_world_ex1.m4a
06_Places_Directions_Transportation,354,sentence2,The world is a beautiful place.,Le monde est un bel endroit.,06_Places_Directions_Transportation/354_world_ex2.m4a
06_Places_Directions_Transportation,355,word,airport,aéroport,06_Places_Directions_Transportation/355_airport.m4a
06_Places_Directions_Transportation,355,sentence1,We arrived at the airport early.,Nous sommes arrivés tôt à l'aéroport.,06_Places_Directions_Transportation/355_airport_ex1.m4a
06_Places_Directions_Transportation,355,sentence2,The airport was very crowded.,L'aéroport était très bondé.,06_Places_Directions_Transportation/355_airport_ex2.m4a
06_Places_Directions_Transportation,356,word,station,gare / station,06_Places_Directions_Transportation/356_station.m4a
06_Places_Directions_Transportation,356,sentence1,I waited at the station for the train.,J'ai attendu le train à la gare.,06_Places_Directions_Transportation/356_station_ex1.m4a
06_Places_Directions_Transportation,356,sentence2,The station is very busy in the morning.,La gare est très animée le matin.,06_Places_Directions_Transportation/356_station_ex2.m4a
06_Places_Directions_Transportation,357,word,church,église,06_Places_Directions_Transportation/357_church.m4a
06_Places_Directions_Transportation,357,sentence1,We go to church every Sunday.,Nous allons à l'église tous les dimanches.,06_Places_Directions_Transportation/357_church_ex1.m4a
06_Places_Directions_Transportation,357,sentence2,The church is very old.,L'église est très ancienne.,06_Places_Directions_Transportation/357_church_ex2.m4a
06_Places_Directions_Transportation,358,word,library,bibliothèque,06_Places_Directions_Transportation/358_library.m4a
06_Places_Directions_Transportation,358,sentence1,I study at the library every day.,J'étudie à la bibliothèque tous les jours.,06_Places_Directions_Transportation/358_library_ex1.m4a
06_Places_Directions_Transportation,358,sentence2,The library has thousands of books.,La bibliothèque a des milliers de livres.,06_Places_Directions_Transportation/358_library_ex2.m4a
06_Places_Directions_Transportation,359,word,museum,musée,06_Places_Directions_Transportation/359_museum.m4a
06_Places_Directions_Transportation,359,sentence1,We visited the museum yesterday.,Nous avons visité le musée hier.,06_Places_Directions_Transportation/359_museum_ex1.m4a
06_Places_Directions_Transportation,359,sentence2,The museum has an amazing art collection.,Le musée a une incroyable collection d'art.,06_Places_Directions_Transportation/359_museum_ex2.m4a
06_Places_Directions_Transportation,360,word,hotel,hôtel,06_Places_Directions_Transportation/360_hotel.m4a
06_Places_Directions_Transportation,360,sentence1,We stayed at a nice hotel.,Nous sommes restés dans un bel hôtel.,06_Places_Directions_Transportation/360_hotel_ex1.m4a
06_Places_Directions_Transportation,360,sentence2,The hotel has a beautiful pool.,L'hôtel a une belle piscine.,06_Places_Directions_Transportation/360_hotel_ex2.m4a
06_Places_Directions_Transportation,577,word,north,nord,06_Places_Directions_Transportation/577_north.m4a
06_Places_Directions_Transportation,577,sentence1,We drove north for two hours.,Nous avons roulé vers le nord pendant deux heures.,06_Places_Directions_Transportation/577_north_ex1.m4a
06_Places_Directions_Transportation,577,sentence2,The wind is coming from the north.,Le vent vient du nord.,06_Places_Directions_Transportation/577_north_ex2.m4a
06_Places_Directions_Transportation,578,word,south,sud,06_Places_Directions_Transportation/578_south.m4a
06_Places_Directions_Transportation,578,sentence1,We drove south for two hours.,Nous avons roulé vers le sud pendant deux heures.,06_Places_Directions_Transportation/578_south_ex1.m4a
06_Places_Directions_Transportation,578,sentence2,The wind is coming from the south.,Le vent vient du sud.,06_Places_Directions_Transportation/578_south_ex2.m4a
06_Places_Directions_Transportation,579,word,east,est,06_Places_Directions_Transportation/579_east.m4a
06_Places_Directions_Transportation,579,sentence1,We drove east for two hours.,Nous avons roulé vers l'est pendant deux heures.,06_Places_Directions_Transportation/579_east_ex1.m4a
06_Places_Directions_Transportation,579,sentence2,The sun rises in the east.,Le soleil se lève à l'est.,06_Places_Directions_Transportation/579_east_ex2.m4a
06_Places_Directions_Transportation,580,word,west,ouest,06_Places_Directions_Transportation/580_west.m4a
06_Places_Directions_Transportation,580,sentence1,We drove west for two hours.,Nous avons roulé vers l'ouest pendant deux heures.,06_Places_Directions_Transportation/580_west_ex1.m4a
06_Places_Directions_Transportation,580,sentence2,The sun sets in the west.,Le soleil se couche à l'ouest.,06_Places_Directions_Transportation/580_west_ex2.m4a
06_Places_Directions_Transportation,581,word,left,gauche,06_Places_Directions_Transportation/581_left.m4a
06_Places_Directions_Transportation,581,sentence1,Turn left at the next corner.,Tourne à gauche au prochain coin.,06_Places_Directions_Transportation/581_left_ex1.m4a
06_Places_Directions_Transportation,581,sentence2,She writes with her left hand.,Elle écrit de la main gauche.,06_Places_Directions_Transportation/581_left_ex2.m4a
06_Places_Directions_Transportation,582,word,inside,à l'intérieur,06_Places_Directions_Transportation/582_inside.m4a
06_Places_Directions_Transportation,582,sentence1,We stayed inside because of the rain.,Nous sommes restés à l'intérieur à cause de la pluie.,06_Places_Directions_Transportation/582_inside_ex1.m4a
06_Places_Directions_Transportation,582,sentence2,The keys are inside the drawer.,Les clés sont à l'intérieur du tiroir.,06_Places_Directions_Transportation/582_inside_ex2.m4a
06_Places_Directions_Transportation,583,word,outside,à l'extérieur,06_Places_Directions_Transportation/583_outside.m4a
06_Places_Directions_Transportation,583,sentence1,We played outside all afternoon.,Nous avons joué à l'extérieur tout l'après-midi.,06_Places_Directions_Transportation/583_outside_ex1.m4a
06_Places_Directions_Transportation,583,sentence2,The car is parked outside.,La voiture est garée à l'extérieur.,06_Places_Directions_Transportation/583_outside_ex2.m4a
06_Places_Directions_Transportation,584,word,upstairs,à l'étage,06_Places_Directions_Transportation/584_upstairs.m4a
06_Places_Directions_Transportation,584,sentence1,My bedroom is upstairs.,Ma chambre est à l'étage.,06_Places_Directions_Transportation/584_upstairs_ex1.m4a
06_Places_Directions_Transportation,584,sentence2,She went upstairs to sleep.,Elle est montée à l'étage pour dormir.,06_Places_Directions_Transportation/584_upstairs_ex2.m4a
06_Places_Directions_Transportation,585,word,downstairs,en bas,06_Places_Directions_Transportation/585_downstairs.m4a
06_Places_Directions_Transportation,585,sentence1,The kitchen is downstairs.,La cuisine est en bas.,06_Places_Directions_Transportation/585_downstairs_ex1.m4a
06_Places_Directions_Transportation,585,sentence2,She went downstairs for breakfast.,Elle est descendue en bas pour le petit-déjeuner.,06_Places_Directions_Transportation/585_downstairs_ex2.m4a
06_Places_Directions_Transportation,586,word,nearby,à proximité,06_Places_Directions_Transportation/586_nearby.m4a
06_Places_Directions_Transportation,586,sentence1,There is a park nearby.,Il y a un parc à proximité.,06_Places_Directions_Transportation/586_nearby_ex1.m4a
06_Places_Directions_Transportation,586,sentence2,We found a nice restaurant nearby.,Nous avons trouvé un bon restaurant à proximité.,06_Places_Directions_Transportation/586_nearby_ex2.m4a
06_Places_Directions_Transportation,599,word,bus,bus,06_Places_Directions_Transportation/599_bus.m4a
06_Places_Directions_Transportation,599,sentence1,I take the bus to work.,Je prends le bus pour aller au travail.,06_Places_Directions_Transportation/599_bus_ex1.m4a
06_Places_Directions_Transportation,599,sentence2,The bus arrived late this morning.,Le bus est arrivé en retard ce matin.,06_Places_Directions_Transportation/599_bus_ex2.m4a
06_Places_Directions_Transportation,600,word,train,train,06_Places_Directions_Transportation/600_train.m4a
06_Places_Directions_Transportation,600,sentence1,I take the train to work.,Je prends le train pour aller au travail.,06_Places_Directions_Transportation/600_train_ex1.m4a
06_Places_Directions_Transportation,600,sentence2,The train arrived on time.,Le train est arrivé à l'heure.,06_Places_Directions_Transportation/600_train_ex2.m4a
06_Places_Directions_Transportation,601,word,plane,avion,06_Places_Directions_Transportation/601_plane.m4a
06_Places_Directions_Transportation,601,sentence1,I take the plane for long trips.,Je prends l'avion pour les longs voyages.,06_Places_Directions_Transportation/601_plane_ex1.m4a
06_Places_Directions_Transportation,601,sentence2,The plane arrived on time.,L'avion est arrivé à l'heure.,06_Places_Directions_Transportation/601_plane_ex2.m4a
06_Places_Directions_Transportation,602,word,bicycle,vélo,06_Places_Directions_Transportation/602_bicycle.m4a
06_Places_Directions_Transportation,602,sentence1,I ride my bicycle to work.,Je vais au travail à vélo.,06_Places_Directions_Transportation/602_bicycle_ex1.m4a
06_Places_Directions_Transportation,602,sentence2,The bicycle needs new tires.,Le vélo a besoin de nouveaux pneus.,06_Places_Directions_Transportation/602_bicycle_ex2.m4a
06_Places_Directions_Transportation,603,word,boat,bateau,06_Places_Directions_Transportation/603_boat.m4a
06_Places_Directions_Transportation,603,sentence1,We took a boat across the lake.,Nous avons pris un bateau pour traverser le lac.,06_Places_Directions_Transportation/603_boat_ex1.m4a
06_Places_Directions_Transportation,603,sentence2,The boat arrived at the dock.,Le bateau est arrivé au quai.,06_Places_Directions_Transportation/603_boat_ex2.m4a
06_Places_Directions_Transportation,604,word,ship,navire,06_Places_Directions_Transportation/604_ship.m4a
06_Places_Directions_Transportation,604,sentence1,The ship sailed across the ocean.,Le navire a navigué à travers l'océan.,06_Places_Directions_Transportation/604_ship_ex1.m4a
06_Places_Directions_Transportation,604,sentence2,This ship is very large.,Ce navire est très grand.,06_Places_Directions_Transportation/604_ship_ex2.m4a
06_Places_Directions_Transportation,605,word,taxi,taxi,06_Places_Directions_Transportation/605_taxi.m4a
06_Places_Directions_Transportation,605,sentence1,I took a taxi to the airport.,J'ai pris un taxi pour l'aéroport.,06_Places_Directions_Transportation/605_taxi_ex1.m4a
06_Places_Directions_Transportation,605,sentence2,The taxi arrived quickly.,Le taxi est arrivé rapidement.,06_Places_Directions_Transportation/605_taxi_ex2.m4a
06_Places_Directions_Transportation,606,word,subway,métro,06_Places_Directions_Transportation/606_subway.m4a
06_Places_Directions_Transportation,606,sentence1,I take the subway to work.,Je prends le métro pour aller au travail.,06_Places_Directions_Transportation/606_subway_ex1.m4a
06_Places_Directions_Transportation,606,sentence2,The subway arrived right on time.,Le métro est arrivé pile à l'heure.,06_Places_Directions_Transportation/606_subway_ex2.m4a
06_Places_Directions_Transportation,607,word,motorcycle,moto,06_Places_Directions_Transportation/607_motorcycle.m4a
06_Places_Directions_Transportation,607,sentence1,He rides a motorcycle to work.,Il va au travail en moto.,06_Places_Directions_Transportation/607_motorcycle_ex1.m4a
06_Places_Directions_Transportation,607,sentence2,The motorcycle is very fast.,La moto est très rapide.,06_Places_Directions_Transportation/607_motorcycle_ex2.m4a
06_Places_Directions_Transportation,608,word,ticket,billet,06_Places_Directions_Transportation/608_ticket.m4a
06_Places_Directions_Transportation,608,sentence1,I bought a ticket for the concert.,J'ai acheté un billet pour le concert.,06_Places_Directions_Transportation/608_ticket_ex1.m4a
06_Places_Directions_Transportation,608,sentence2,The ticket price increased this year.,Le prix du billet a augmenté cette année.,06_Places_Directions_Transportation/608_ticket_ex2.m4a
06_Places_Directions_Transportation,609,word,luggage,bagages,06_Places_Directions_Transportation/609_luggage.m4a
06_Places_Directions_Transportation,609,sentence1,I packed my luggage last night.,J'ai fait mes bagages hier soir.,06_Places_Directions_Transportation/609_luggage_ex1.m4a
06_Places_Directions_Transportation,609,sentence2,The luggage was very heavy.,Les bagages étaient très lourds.,06_Places_Directions_Transportation/609_luggage_ex2.m4a
06_Places_Directions_Transportation,610,word,traffic,circulation,06_Places_Directions_Transportation/610_traffic.m4a
06_Places_Directions_Transportation,610,sentence1,The traffic was very heavy this morning.,La circulation était très dense ce matin.,06_Places_Directions_Transportation/610_traffic_ex1.m4a
06_Places_Directions_Transportation,610,sentence2,We got stuck in traffic for an hour.,Nous avons été coincés dans la circulation pendant une heure.,06_Places_Directions_Transportation/610_traffic_ex2.m4a
07_Food_Drink_Shopping_Money,361,word,food,nourriture,07_Food_Drink_Shopping_Money/361_food.m4a
07_Food_Drink_Shopping_Money,361,sentence1,I love Italian food.,J'adore la cuisine italienne.,07_Food_Drink_Shopping_Money/361_food_ex1.m4a
07_Food_Drink_Shopping_Money,361,sentence2,The food here is delicious.,La nourriture ici est délicieuse.,07_Food_Drink_Shopping_Money/361_food_ex2.m4a
07_Food_Drink_Shopping_Money,362,word,water,eau,07_Food_Drink_Shopping_Money/362_water.m4a
07_Food_Drink_Shopping_Money,362,sentence1,I drink water every day.,Je bois de l'eau tous les jours.,07_Food_Drink_Shopping_Money/362_water_ex1.m4a
07_Food_Drink_Shopping_Money,362,sentence2,This water is very cold.,Cette eau est très froide.,07_Food_Drink_Shopping_Money/362_water_ex2.m4a
07_Food_Drink_Shopping_Money,363,word,bread,pain,07_Food_Drink_Shopping_Money/363_bread.m4a
07_Food_Drink_Shopping_Money,363,sentence1,I love fresh bread in the morning.,J'adore le pain frais le matin.,07_Food_Drink_Shopping_Money/363_bread_ex1.m4a
07_Food_Drink_Shopping_Money,363,sentence2,She baked bread this morning.,Elle a fait du pain ce matin.,07_Food_Drink_Shopping_Money/363_bread_ex2.m4a
07_Food_Drink_Shopping_Money,364,word,milk,lait,07_Food_Drink_Shopping_Money/364_milk.m4a
07_Food_Drink_Shopping_Money,364,sentence1,I drink milk every morning.,Je bois du lait tous les matins.,07_Food_Drink_Shopping_Money/364_milk_ex1.m4a
07_Food_Drink_Shopping_Money,364,sentence2,We ran out of milk.,Nous n'avons plus de lait.,07_Food_Drink_Shopping_Money/364_milk_ex2.m4a
07_Food_Drink_Shopping_Money,365,word,cheese,fromage,07_Food_Drink_Shopping_Money/365_cheese.m4a
07_Food_Drink_Shopping_Money,365,sentence1,I love French cheese.,J'adore le fromage français.,07_Food_Drink_Shopping_Money/365_cheese_ex1.m4a
07_Food_Drink_Shopping_Money,365,sentence2,We had cheese and crackers.,Nous avons mangé du fromage et des biscuits salés.,07_Food_Drink_Shopping_Money/365_cheese_ex2.m4a
07_Food_Drink_Shopping_Money,366,word,meat,viande,07_Food_Drink_Shopping_Money/366_meat.m4a
07_Food_Drink_Shopping_Money,366,sentence1,I don't eat meat.,Je ne mange pas de viande.,07_Food_Drink_Shopping_Money/366_meat_ex1.m4a
07_Food_Drink_Shopping_Money,366,sentence2,She cooked meat for dinner.,Elle a cuisiné de la viande pour le dîner.,07_Food_Drink_Shopping_Money/366_meat_ex2.m4a
07_Food_Drink_Shopping_Money,367,word,fish,poisson,07_Food_Drink_Shopping_Money/367_fish.m4a
07_Food_Drink_Shopping_Money,367,sentence1,I love eating fish.,J'adore manger du poisson.,07_Food_Drink_Shopping_Money/367_fish_ex1.m4a
07_Food_Drink_Shopping_Money,367,sentence2,We caught fish in the lake.,Nous avons attrapé du poisson dans le lac.,07_Food_Drink_Shopping_Money/367_fish_ex2.m4a
07_Food_Drink_Shopping_Money,368,word,fruit,fruit,07_Food_Drink_Shopping_Money/368_fruit.m4a
07_Food_Drink_Shopping_Money,368,sentence1,I eat fruit every day.,Je mange des fruits tous les jours.,07_Food_Drink_Shopping_Money/368_fruit_ex1.m4a
07_Food_Drink_Shopping_Money,368,sentence2,This fruit is very sweet.,Ce fruit est très sucré.,07_Food_Drink_Shopping_Money/368_fruit_ex2.m4a
07_Food_Drink_Shopping_Money,369,word,vegetable,légume,07_Food_Drink_Shopping_Money/369_vegetable.m4a
07_Food_Drink_Shopping_Money,369,sentence1,I eat vegetables every day.,Je mange des légumes tous les jours.,07_Food_Drink_Shopping_Money/369_vegetable_ex1.m4a
07_Food_Drink_Shopping_Money,369,sentence2,We grow vegetables in our garden.,Nous cultivons des légumes dans notre jardin.,07_Food_Drink_Shopping_Money/369_vegetable_ex2.m4a
07_Food_Drink_Shopping_Money,370,word,apple,pomme,07_Food_Drink_Shopping_Money/370_apple.m4a
07_Food_Drink_Shopping_Money,370,sentence1,I eat an apple every day.,Je mange une pomme tous les jours.,07_Food_Drink_Shopping_Money/370_apple_ex1.m4a
07_Food_Drink_Shopping_Money,370,sentence2,This apple is very sweet.,Cette pomme est très sucrée.,07_Food_Drink_Shopping_Money/370_apple_ex2.m4a
07_Food_Drink_Shopping_Money,371,word,rice,riz,07_Food_Drink_Shopping_Money/371_rice.m4a
07_Food_Drink_Shopping_Money,371,sentence1,I cook rice every night.,Je cuisine du riz tous les soirs.,07_Food_Drink_Shopping_Money/371_rice_ex1.m4a
07_Food_Drink_Shopping_Money,371,sentence2,This rice is very fluffy.,Ce riz est très moelleux.,07_Food_Drink_Shopping_Money/371_rice_ex2.m4a
07_Food_Drink_Shopping_Money,372,word,egg,œuf,07_Food_Drink_Shopping_Money/372_egg.m4a
07_Food_Drink_Shopping_Money,372,sentence1,I eat eggs for breakfast.,Je mange des œufs au petit-déjeuner.,07_Food_Drink_Shopping_Money/372_egg_ex1.m4a
07_Food_Drink_Shopping_Money,372,sentence2,She cooked eggs this morning.,Elle a cuisiné des œufs ce matin.,07_Food_Drink_Shopping_Money/372_egg_ex2.m4a
07_Food_Drink_Shopping_Money,373,word,sugar,sucre,07_Food_Drink_Shopping_Money/373_sugar.m4a
07_Food_Drink_Shopping_Money,373,sentence1,I don't add sugar to my coffee.,Je n'ajoute pas de sucre dans mon café.,07_Food_Drink_Shopping_Money/373_sugar_ex1.m4a
07_Food_Drink_Shopping_Money,373,sentence2,This cake has too much sugar.,Ce gâteau a trop de sucre.,07_Food_Drink_Shopping_Money/373_sugar_ex2.m4a
07_Food_Drink_Shopping_Money,374,word,salt,sel,07_Food_Drink_Shopping_Money/374_salt.m4a
07_Food_Drink_Shopping_Money,374,sentence1,I add salt to my food.,J'ajoute du sel à ma nourriture.,07_Food_Drink_Shopping_Money/374_salt_ex1.m4a
07_Food_Drink_Shopping_Money,374,sentence2,This soup needs more salt.,Cette soupe a besoin de plus de sel.,07_Food_Drink_Shopping_Money/374_salt_ex2.m4a
07_Food_Drink_Shopping_Money,375,word,coffee,café,07_Food_Drink_Shopping_Money/375_coffee.m4a
07_Food_Drink_Shopping_Money,375,sentence1,I drink coffee every morning.,Je bois du café tous les matins.,07_Food_Drink_Shopping_Money/375_coffee_ex1.m4a
07_Food_Drink_Shopping_Money,375,sentence2,This coffee tastes amazing.,Ce café a un goût incroyable.,07_Food_Drink_Shopping_Money/375_coffee_ex2.m4a
07_Food_Drink_Shopping_Money,376,word,tea,thé,07_Food_Drink_Shopping_Money/376_tea.m4a
07_Food_Drink_Shopping_Money,376,sentence1,I drink tea every afternoon.,Je bois du thé tous les après-midis.,07_Food_Drink_Shopping_Money/376_tea_ex1.m4a
07_Food_Drink_Shopping_Money,376,sentence2,This tea tastes very calming.,Ce thé a un goût très apaisant.,07_Food_Drink_Shopping_Money/376_tea_ex2.m4a
07_Food_Drink_Shopping_Money,377,word,juice,jus,07_Food_Drink_Shopping_Money/377_juice.m4a
07_Food_Drink_Shopping_Money,377,sentence1,I drink orange juice every morning.,Je bois du jus d'orange tous les matins.,07_Food_Drink_Shopping_Money/377_juice_ex1.m4a
07_Food_Drink_Shopping_Money,377,sentence2,This juice tastes very fresh.,Ce jus a un goût très frais.,07_Food_Drink_Shopping_Money/377_juice_ex2.m4a
07_Food_Drink_Shopping_Money,378,word,wine,vin,07_Food_Drink_Shopping_Money/378_wine.m4a
07_Food_Drink_Shopping_Money,378,sentence1,We had wine with dinner.,Nous avons pris du vin avec le dîner.,07_Food_Drink_Shopping_Money/378_wine_ex1.m4a
07_Food_Drink_Shopping_Money,378,sentence2,This wine tastes excellent.,Ce vin a un goût excellent.,07_Food_Drink_Shopping_Money/378_wine_ex2.m4a
07_Food_Drink_Shopping_Money,379,word,breakfast,petit-déjeuner,07_Food_Drink_Shopping_Money/379_breakfast.m4a
